timestamp,cryptocurrency,price_usd,market_cap_usd,change_24h_percent
2025-11-22 14:52:18,Bitcoin,83921,1673469358235.5667,-0.15578897453208965
2025-11-22 14:52:18,Cardano,0.39314,14318399949.501188,-3.3290954224426814
2025-11-22 14:52:18,Ethereum,2720.13,328342828584.87683,-1.368858883057837
2025-11-22 15:01:55,Bitcoin,83929,1673097453840.9814,0.07695736010380705
2025-11-22 15:01:55,Cardano,0.393257,14389632648.459803,-3.0141480574347685
2025-11-22 15:01:55,Ethereum,2718.36,327788504583.85114,-0.655034775631425
